word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,example_meaning
助,じょ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,help; rescue; assistant
女～,じょ～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,things done by women
尉,じょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,jailer; old man; rank
状,じょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,shape
乗客,じょうかく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,passenger
情緒,じょうしょ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,emotion; feeling
蒸溜,じょうりゅう,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,distillation
人目,じんもく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,glimpse; public gaze
Ｇパン,ジーパン,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"jeans (lit: jeans pants), dungarees"
粋,すい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,essence
水気,すいき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,1.  moisture; dampness; vapor
水曜,すいよう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,Wednesday
過ぎ,すぎ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,past; after
すくう (みずを～),すくう (みずを～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,to scoop
棄てる,すてる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,
スト,スト,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,(abbr.) strike
清ます,すます,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to clear, to make clear, to listen for"
すみません (かん),すみません (かん),N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,对不起
済みません,すみません,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,sorry; excuse me
すみやか,すみやか,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,speedy
天皇,すめらぎ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,Emperor of Japan
掏摸,すり,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,pickpocket
剃る,する,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to shave
すれちがい,すれちがい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,chance encounter
すれちがう,すれちがう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,"to pass by one another,to disagree"
スーパー (マーケット),スーパー (マーケット),N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,超市
ずいぶん,ずいぶん,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,extremely
制,せい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,system; organization; imperial command
製,せい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,-made; make
せっけん,せっけん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,soap
先,せん,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"priority, precedence, previous"
前,せん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,before
先先月,せんせんげつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,month before last
先先週,せんせんしゅう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,week before last
前～,ぜん～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,"former, late ~, past ~"
そう; そうです,そう; そうです,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,是; 是的
然う,そう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,so
相,そう,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,"aspect, phase, countenance"
総～,そう～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,总～
そうして; そして,そうして; そして,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,然后
然うして,そうして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,and; like that
掃除,そうじ (する),N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,打扫
掃除,そうじする,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,to clean; to sweep
其処,そこ,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,that place; there
其処で,そこで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,so (conj); accordingly; now
損う,そこなう,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to harm, to hurt"
其処ら,そこら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,everywhere; somewhere; approximately
然して,そして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,and
其方,そちら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,over there; the other
素っ気無い,そっけない,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"cold, short, curt, blunt"
具わる,そなわる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,to be furnished with
其の,その,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,That
その為,そのため,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,hence; for that reason
その外,そのほか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,besides; in addition; the rest
そり (～にのる),そり (～にのる),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"sleigh, sled"
其れ,それ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,it; that
其れから,それから,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,and then; after that
各々,それぞれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,each; every; either
其れで,それで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,and (conj); thereupon; because of that
其れでは,それでは,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,in that situation; well then ...
其れでも,それでも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,but (still); and yet; nevertheless
其れとも,それとも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"or, or else"
其れ共,それとも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,or; or else
其れに,それに,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,besides; moreover
それはいけませんね (かん),それはいけませんね (かん),N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,那可不好
其れ程,それほど,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to that degree; extent
其れ故,それゆえ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,therefore; for that reason; so
徐々,そろそろ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,gradually; steadily; quietly
隊,たい,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,"party, troops"
対して,たいして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,for; in regard to; per
Ͼ立,たいりつ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt,waller-derived,1,confrontation; opposition; antagonism
断える,たえる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to cease, to become extinct"
たしか,たしか,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,"certain, sure, if I remember correctly"
ただいま,ただいま,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,我回来了
館,たち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"1. mansion, small castle"
尊い,たっとい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,precious; valuable; priceless
貴い,たっとい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,precious; valuable; priceless
尊ぶ,たっとぶ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to value; to prize; to esteem
たて,たて,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,长度; 高度
掌,たなごころ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,the palm
球,たま,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,"globe,sphere,ball"
たれ,たれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,adjectival suffix for a person
誰,たれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,adjectival suffix for a person
歎,たん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,grief; sigh; lamentation
短～,たん～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,短~
第,だい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,ordinal
第～,だい～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,~th
だいいち (とりわけ),だいいち (とりわけ),N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,第一
だと,だと,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,if it's the case
だらけ,だらけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,implying (negatively) that something is full of e.g. mistakes
壇,だん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,1.  platform; podium; rostrum
打,ダース,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,dozen
チェックする,チェックする,N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,check
近付く,ちかづく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to approach; to get near; to get acquainted with
父母,ちちはは,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,father and mother; parents
些とも,ちっとも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,not at all (neg. verb)
著,ちゃく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,counter for suits of clothing; arriving at ..
ちゃわん,ちゃわん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,rice bowl
ちゃん,ちゃん,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,suffix for familiar female person
昼間,ちゅうかん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,daytime; during the day
中指,ちゅうし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,middle finger
中っ腹,ちゅうっぱら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"irritated, offended"
中腹,ちゅうっぱら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,irritated; offended
仲人,ちゅうにん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,go-between; matchmaker
昼飯,ちゅうはん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lunch; midday meal
著,ちょ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"counter for suits of clothing, arriving at .."
ちょうだい,ちょうだい,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,给我
長大,ちょうだい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,very long; great length
恰度,ちょうど,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,just; right; exactly
丁目,ちょうめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,district of a town; city block (of irregular size)
一寸,ちょっと,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,(ateji) (adv int) (uk) just a minute; a short time; a while
遣い,つかい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,mission; simple task; doing
月並,つきなみ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"conventional, trite, common"
継目,つぎめ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"joint, seam"
作る/造る,つくる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt,waller-derived,1,to make; to create
つける,つける,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,打开
浸ける,つける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,to dip in; to soak
点ける,つける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,to turn on; to switch on; to light up
つじつま (はなしの～),つじつま (はなしの～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"coherence, consistency"
途中,つちゅう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,on the way; en route
突っ突く,つっつく,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,to prompt someone
銃,つつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,gun
謹む,つつしむ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to be careful, to be chaste or discreet"
伝言,つてごと,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,verbal message; rumor; word
務まる,つとまる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"be equal, be fit"
つねる,つねる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,to pinch
つぶる (めを～),つぶる (めを～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,to close the eyes
釣り鐘,つりがね,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,temple bell (for striking)
ティシュペーパー,ティシュペーパー,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,tissue
低～,てい～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,low ~
梯子,ていし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,ladder; stairs
鉄片,てっぺん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,iron scraps
手引,てびき,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"guidance, guide, introduction"
点火,てんか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,ignition; lighting; set fire to
転ずる,てんずる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to turn, to shift"
転転,てんてん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,rolling about; moving from place to place; being passed around repeatedly
出合う,であう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to meet by chance; to come across; to happen to encounter
出掛ける,でかける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,to depart; to set out; to start
できもの,できもの,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"boil, rash"
問屋,といや,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,wholesale store
等,とう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,et cetera; etc.; and the like
当～,とう～,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"Our ~ (e.g., Hotel, plane, etc.)"
統治,とうじ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,rule; reign; government
統治,とうち,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"rule, reign, governing"
貴い,とうとい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"precious, valuable, noble"
到頭,とうとう,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,"finally, after all"
とがめる,とがめる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to blame, to rebuke"
とぎれる,とぎれる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to pause, to be interrupted"
跡切れる,とぎれる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to pause; to be interrupted
とげ (をさす),とげ (をさす),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,thorn
とこや,とこや,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,barber
疾っくに,とっくに,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,long ago; already; a long time ago
とっさに,とっさに,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,at once
とって,とって,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"handle, grip, knob"
迚も,とても,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,very; awfully; exceedingly
届,とどけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"report, notification, registration"
兎に角,とにかく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,anyhow; at any rate; anyway
幕,とばり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,curtain; bunting; act (in play)
とぼける,とぼける,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"to play dumb, to feign ignorance, to play innocent, to have a blank facial expression; to play the fool; to be in one's dotage"
供,とも,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,陪伴
兎も角,ともかく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,anyhow; anyway; somehow or other
灯,ともしび,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,light
取扱,とりあつかい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"treatment, handling, management"
取締り,とりしまり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,管制
取り分,とりわけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,especially; above all
蕩ける,とろける,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to be enchanted with
屯,トン,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,1000 ton
ド,ド,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,"child,servant,foolishness"
働,どう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,work; labor
如何,どう,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,"how,in what way"
同～,どう～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,same ~
どういたしまして (かん),どういたしまして (かん),N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,"you are welcome, don't mention it"
如何して,どうして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,why?; for what reason; how
如何しても,どうしても,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,by all means; at any cost; no matter what
何卒,どうぞ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,please; kindly; by all means
どうぞ宜しく,どうぞよろしく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,pleased to meet you
何処か,どこか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,somewhere; anywhere; in some respects
何方,どちら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,which; who
何方,どなた,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,who?
どなる,どなる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,"to shout,to yell"
何の,どの,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,which; what
土曜,どよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,Saturday
何れ,どれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"well, now, let me see, which (of three or more)"
何々,どれどれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,which (emphatic)
何れ何れ,どれどれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,which (emphatic)
長～,なが～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,long ~
永い,ながい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,long; lengthy
なぐる,なぐる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,"to strike,to hit"
情無い,なさけない,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"miserable, pitiable, shameful"
情深い,なさけぶかい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"tender-hearted, compassionate"
為さる,なさる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to do
傾らか,なだらか,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,"gradual, gentle"
等,など,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,et cetera; etc.; and the like
なにより,なにより,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"most, best"
七日,なぬか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,seven days; the seventh day (of the month)
鈍る,なまる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to become less capable; to grow dull; to become blunt
均し,ならし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,"equilibrium, balance, average, mean"
平均,ならし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,equilibrium; balance; average
為る,なる,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,"to change,to be of use,to reach to"
なるたけ,なるたけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"as much as possible, if possible"
成る丈,なるたけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,as much as possible; if possible
馴々しい,なれなれしい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"familiar, make free with"
何,なん/なに,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,what
何,なん; なに,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,什么
南,なん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,south
何～,なん～,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,什么样的~
なんなり,なんなり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,"anything, whatever"
何なり,なんなり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,any; anything; whatever
におい,におい,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,a smell
二階建て,にかいだて,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,two storied
面皰,にきび,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,pimple; acne
悪い,にくい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,hateful; abominable; poor-looking
にせ物,にせもの,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,假货，赝品
日曜,にちよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,Sunday
日当,にっとう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,daily allowance
二人,ににん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,two persons; two people; pair
にも拘らず,にもかかわらず,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,in spite of; nevertheless
俄か,にわか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,sudden; abrupt; unexpected
ぬれる,ぬれる,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,to get wet
捻子,ねじ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,screw; helix; spiral
ねじまわし,ねじまわし,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,screwdriver
ねじ回し,ねじまわし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,screwdriver
捻じれる,ねじれる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,to twist; to wrench; to screw
