reading	display	level	grade	status	basis	common	frequency_rank	entry_id	evidence
つき	月	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23911	1255430	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
つける	付ける	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24691	1495770	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
ですから	ですから	N5	C	direct+conflict	core-exact-large-conflict-kept	1	22712	1008430	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
とき	時	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1637	1315840	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
どうか	どうか	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25470	1632200	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
どこか	どこか	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23691	1189000	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
どの	何の	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	2462	1920240	"{""openjlpt-exact"":""N1"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
どんな	どんな	N5	C	direct+conflict	core-exact-large-conflict-kept	1	22749	1009330	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
なに	何	N5	C	direct+conflict	core-exact-large-conflict-kept	1	955	1577100	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
なにか	何か	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1020	1188270	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
なにも	何も	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1021	1188490	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N3""}"
なんで	何で	N5	C	direct+conflict	core-exact-large-conflict-kept	1	7300	1611020	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
にち	日	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25718	2083100	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
にほん	日本	N5	C	direct+conflict	core-exact-large-conflict-kept	1	11798	1582710	"{""core-deck-exact"":""N5"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
はし	箸	N5	C	direct+conflict	core-exact-large-conflict-kept	1	9094	1476410	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ひらがな	平仮名	N5	C	direct+conflict	core-exact-large-conflict-kept	1	16938	1507090	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ふね	船	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1948	1602800	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N4""}"
ふろ	風呂	N5	C	direct+conflict	core-exact-large-conflict-kept	1	10998	1500100	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
べんとう	弁当	N5	C	direct+conflict	core-exact-large-conflict-kept	1	3320	1513060	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
まがる	曲がる	N5	C	direct+conflict	core-exact-large-conflict-kept	1	13127	1239730	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N5""}"
まずい	不味い	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	24686	1495000	"{""openjlpt-exact"":""N1"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
また	又	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	9135	1524930	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
みる	見る	N5	C	direct+conflict	core-exact-large-conflict-kept	1	6485	1259290	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
もしも	もしも	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25387	1612050	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
もっとも	最も	N5	C	direct+conflict	core-exact-large-conflict-kept	1	160	1293700	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
ゆうびん	郵便	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1950	1605680	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
ゆっくり	ゆっくり	N5	C	direct+conflict	core-exact-large-conflict-kept	1	22861	1013050	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ようび	曜日	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1899	1545770	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
より	より	N5	C	direct+conflict	core-exact-large-conflict-kept	1	22871	1013190	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
りゅうがく	留学	N5	C	direct+conflict	core-exact-large-conflict-kept	1	2389	1552740	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
れんしゅう	練習	N5	C	direct+conflict	core-exact-large-conflict-kept	1	945	1559160	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
コピー	コピー	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23055	1050590	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ジュース	ジュース	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23116	1065950	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
スキー	スキー	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23128	1067770	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
ソファー	ソファー	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23180	1075480	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
ダンス	ダンス	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23206	1077250	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
ボール	ボール	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23446	1123550	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
メモ	メモ	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23506	1133830	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
リボン	リボン	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23533	1142880	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
