reading	display	level	grade	status	basis	common	frequency_rank	entry_id	evidence
うつる	映る	N4	C	direct+conflict	core-exact-large-conflict-kept	1	13117	1173710	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ええと	ええと	N4	C	direct+conflict	core-exact-large-conflict-kept	1	22467	1001150	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
おこす	起こす	N4	C	direct+conflict	core-exact-large-conflict-kept	1	5963	1223660	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
おちる	落ちる	N4	C	direct+conflict	core-exact-large-conflict-kept	1	4810	1548550	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
おとす	落とす	N4	C	direct+conflict	core-exact-large-conflict-kept	1	8223	1589260	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
おとなしい	大人しい	N4	C	direct+conflict	core-exact-large-conflict-kept	1	24418	1414190	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N2""}"
おんせん	温泉	N4	C	direct+conflict	core-exact-large-conflict-kept	1	2499	1183450	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
かな	仮名	N4	C	direct+conflict	core-exact-large-conflict-kept	1	25118	1590540	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
かわる	代わる	N4	C	direct+conflict	core-exact-large-conflict-kept	1	14147	1590820	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N2""}"
かんご	看護	N4	C	direct+conflict	core-exact-large-conflict-kept	1	2023	1213810	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
がわ	側	N4	C	direct+conflict	core-exact-large-conflict-kept	1	25033	1581310	"{""core-deck-exact"":""N4"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
きまる	決まる	N4	C	direct+conflict	core-exact-large-conflict-kept	1	6777	1591420	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
きょり	距離	N4	C	direct+conflict	core-exact-large-conflict-kept	1	1064	1232920	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
くちびる	唇	N4	C	direct+conflict	core-exact-large-conflict-kept	1	6092	1359940	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
くれる	呉れる	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	23947	1269130	"{""openjlpt-exact"":""N1"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
けが	怪我	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	23733	1200220	"{""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
けんか	喧嘩	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	17377	1257040	"{""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
けんがく	見学	N4	C	direct+conflict	core-exact-large-conflict-kept	1	3546	1259440	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
こうじ	工事	N4	C	direct+conflict	core-exact-large-conflict-kept	1	620	1278130	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
さがる	下がる	N4	C	direct+conflict	core-exact-large-conflict-kept	1	11226	1184160	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
さきに	先に	N4	C	direct+conflict	core-exact-large-conflict-kept	1	1720	1387280	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
し	死	N4	C	direct+conflict	core-exact-large-conflict-kept	1	193	1310720	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
したく	支度	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	7018	1310260	"{""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
しりょう	資料	N4	C	direct+conflict	core-exact-large-conflict-kept	1	660	1312820	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
しんかんせん	新幹線	N4	C	direct+conflict	core-exact-large-conflict-kept	1	1230	1361590	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
じかんわり	時間割	N4	C	direct+conflict	core-exact-large-conflict-kept	1	14092	1315960	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
じしん	自信	N4	C	direct+conflict	core-exact-large-conflict-kept	1	668	1317970	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
すく	空く	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	25073	1586265	"{""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
たいてい	大抵	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	11416	1414580	"{""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
たのしむ	楽しむ	N4	C	direct+conflict	core-exact-large-conflict-kept	1	7409	1207270	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
だいいち	第一	N4	C	direct+conflict	core-exact-large-conflict-kept	1	24428	1415270	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
だいがくいん	大学院	N4	C	direct+conflict	core-exact-large-conflict-kept	1	1746	1413250	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
つもり	積もり	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	16448	1382980	"{""openjlpt-exact"":""N1"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
てあらい	手洗い	N4	C	direct+conflict	core-exact-large-conflict-kept	1	13151	1328020	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
てちょう	手帳	N4	C	direct+conflict	core-exact-large-conflict-kept	1	4372	1598330	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
にこにこ	にこにこ	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23275	1091130	"{""core-deck-exact"":""N4"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ねんせい	年生	N4	C	direct+conflict	core-exact-large-conflict-kept	1	850	1468900	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
はず	筈	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	19729	1476430	"{""openjlpt-exact"":""N1"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
はつ	発	N4	C	direct+conflict	core-exact-large-conflict-kept	1	2812	1477120	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
ひげ	髭	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	25208	1601810	"{""openjlpt-exact"":""N2"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
ひるね	昼寝	N4	C	direct+conflict	core-exact-large-conflict-kept	1	10471	1426370	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ぶ	部	N4	C	direct+conflict	core-exact-large-conflict-kept	1	24705	1499290	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
へいじつ	平日	N4	C	direct+conflict	core-exact-large-conflict-kept	1	4298	1507720	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
まず	先ず	N4	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	24329	1387240	"{""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
まちがう	間違う	N4	C	direct+conflict	core-exact-large-conflict-kept	1	15111	1611610	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
れいぞう	冷蔵	N4	C	direct+conflict	core-exact-large-conflict-kept	1	14141	1557100	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
わ	和	N4	C	direct+conflict	core-exact-large-conflict-kept	1	24899	1561920	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
アイデア	アイデア	N4	C	direct+conflict	core-exact-large-conflict-kept	1	22882	1014210	"{""core-deck-exact"":""N4"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
エンジニア	エンジニア	N4	C	direct+conflict	core-exact-large-conflict-kept	1	26758	1030910	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
オープン	オープン	N4	C	direct+conflict	core-exact-large-conflict-kept	1	22962	1032990	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
ガム	ガム	N4	C	direct+conflict	core-exact-large-conflict-kept	1	26967	1040350	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
クラブ	クラブ	N4	C	direct+conflict	core-exact-large-conflict-kept	1	4016	1243910	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
シーズン	シーズン	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23088	1059300	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
センチ	センチ	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23177	1075060	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ソース	ソース	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23179	1075270	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
チップ	チップ	N4	C	direct+conflict	core-exact-large-conflict-kept	1	27994	1077740	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ネックレス	ネックレス	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23283	1093000	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
パトカー	パトカー	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23344	1101950	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
パンツ	パンツ	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23352	1103270	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ポスター	ポスター	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23454	1125110	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
メニュー	メニュー	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23505	1133790	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ルール	ルール	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23536	1143920	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
レインコート	レインコート	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23537	1144700	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
レベル	レベル	N4	C	direct+conflict	core-exact-large-conflict-kept	1	23544	1145910	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
あがる	上がる	N5	C	direct+conflict	core-exact-large-conflict-kept	1	6085	1352290	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
あびる	浴びる	N5	C	direct+conflict	core-exact-large-conflict-kept	1	4334	1547450	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
ありがとう	ありがとう	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25089	1586820	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
ある	有る	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	2108	1296400	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いす	椅子	N5	C	direct+conflict	core-exact-large-conflict-kept	1	10255	1157070	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
いただく	頂く	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25093	1587290	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N4""}"
いちばん	一番	N5	C	direct+conflict	core-exact-large-conflict-kept	1	15	1165970	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
いつ	何時	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	13601	1188760	"{""openjlpt-exact"":""N1"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつか	いつか	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23944	1268570	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつでも	いつでも	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25004	1577130	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
うし	牛	N5	C	direct+conflict	core-exact-large-conflict-kept	1	2533	1231490	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
うち	内	N5	C	direct+conflict	core-exact-large-conflict-kept	1	3767	1457730	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うるさい	うるさい	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24651	1481920	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
えん	円	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1997	1175570	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
おじいさん	おじいさん	N5	C	direct+conflict	core-exact-large-conflict-kept	1	22497	1002320	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
おととい	おととい	N5	C	direct+conflict	core-exact-large-conflict-kept	1	18810	1576050	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N5""}"
おととし	おととし	N5	C	direct+conflict	core-exact-large-conflict-kept	1	952	1576060	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N5""}"
おはよう	おはよう	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25424	1612820	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2""}"
おひる	お昼	N5	C	direct+conflict	core-exact-large-conflict-kept	1	13226	1660100	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
おめでとう	おめでとう	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23966	1270700	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
かかる	掛かる	N5	C	direct+conflict	core-exact-large-conflict-kept	1	21970	1207590	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
かぎ	鍵	N5	C	direct+conflict	core-exact-large-conflict-kept	1	8424	1260490	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
かし	菓子	N5	C	direct+conflict	core-exact-large-conflict-kept	1	3477	1195670	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
かたかな	片仮名	N5	C	direct+conflict	core-exact-large-conflict-kept	1	15076	1511600	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
かね	金	N5	C	direct+conflict	core-exact-large-conflict-kept	1	23874	1242590	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
かり	借り	N5	C	direct+conflict	core-exact-large-conflict-kept	1	8475	1323540	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
かんがえ	考え	N5	C	direct+conflict	core-exact-large-conflict-kept	1	144	1281000	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
かんじ	感じ	N5	C	direct+conflict	core-exact-large-conflict-kept	1	549	1212250	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
がく	学	N5	C	direct+conflict	core-exact-large-conflict-kept	1	5895	1955900	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
きゅう	九	N5	C	direct+conflict	core-exact-large-conflict-kept	1	451	1578150	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
けいたい	携帯	N5	C	direct+conflict	core-exact-large-conflict-kept	1	2557	1250680	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
こたえ	答え	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1794	1449530	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
こんにちは	こんにちは	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24008	1289400	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
こんばんは	こんばんは	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24009	1289480	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2""}"
ご	後	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25908	2147630	"{""core-deck-exact"":""N5"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
ごめんなさい	ごめんなさい	N5	C	direct+conflict	core-exact-large-conflict-kept	0		1270680	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
さようなら	さようなら	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24016	1291050	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2""}"
さら	皿	N5	C	direct+conflict	core-exact-large-conflict-kept	1	4565	1299680	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
さらいしゅう	再来週	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24023	1293650	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N4""}"
し	四	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	456	1579470	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
しち	七	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	216	1319210	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
しゅう	週	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1662	1333450	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
しゅうかん	週間	N5	C	direct+conflict	core-exact-large-conflict-kept	1	5580	1333500	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
しょうがくせい	小学生	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1679	1347880	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
しょくじ	食事	N5	C	direct+conflict	core-exact-large-conflict-kept	1	1225	1358490	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
しんごう	信号	N5	C	direct+conflict	core-exact-large-conflict-kept	1	2688	1359240	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
じゅう	十	N5	C	direct+conflict	core-exact-large-conflict-kept	1	457	1579840	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
すごい	すごい	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24287	1374550	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N4""}"
すみません	すみません	N5	C	direct+conflict	core-exact-large-conflict-kept	1	24026	1295060	"{""core-deck-exact"":""N5"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
する	為る	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	23588	1157170	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ずっと	ずっと	N5	C	direct+conflict	core-exact-large-conflict-kept	1	22640	1006380	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
そうじ	掃除	N5	C	direct+conflict	core-exact-large-conflict-kept	1	4187	1399790	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
そこ	其処	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	22655	1006670	"{""openjlpt-exact"":""N1"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
そば	側	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	1272	1403830	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
たいへん	大変	N5	C	direct+conflict	core-exact-large-conflict-kept	1	792	1415000	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ただ	ただ	N5	C	direct+conflict	core-exact-large-conflict-kept	1	7703	1538900	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
たぶん	多分	N5	C	direct+conflict	exact-conflict-existing-direct-tiebreak	1	6145	1407980	"{""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ちゃいろい	茶色い	N5	C	direct+conflict	core-exact-large-conflict-kept	0		1983730	"{""core-deck-exact"":""N5"",""waller-exact"":""N2"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
ちゅう	中	N5	C	direct+conflict	core-exact-large-conflict-kept	1	25450	1620400	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
