reading	display	level	grade	status	basis	common	frequency_rank	entry_id	evidence
リーガー	リーガー	N5	D	estimated	model+frequency+world-distribution	1	29613	1140430	{}
リーク	リーク	N5	D	estimated	model+frequency+world-distribution	1	29614	1140460	{}
リース	リース	N5	D	estimated	model+frequency+world-distribution	1	29616	1140530	{}
リーチ	リーチ	N5	D	estimated	model+frequency+world-distribution	1	29620	1140630	{}
リート	リート	N5	D	estimated	model+frequency+world-distribution	1	29622	1140700	{}
リール	リール	N5	D	estimated	model+frequency+world-distribution	1	29626	1140840	{}
ルアー	ルアー	N5	D	estimated	model+frequency+world-distribution	1	29720	1143950	{}
ルクス	ルクス	N5	D	estimated	model+frequency+world-distribution	1	29722	1143980	{}
ルック	ルック	N5	D	estimated	model+frequency+world-distribution	1	29724	1144060	{}
ルックス	ルックス	N5	D	estimated	model+frequency+world-distribution	1	29725	1144070	{}
ルビー	ルビー	N5	D	estimated	model+frequency+world-distribution	1	29727	1144130	{}
ルポ	ルポ	N5	D	estimated	model+frequency+world-distribution	1	29728	1144180	{}
ルンゲ	ルンゲ	N5	D	estimated	model+frequency+world-distribution	1	29731	1144240	{}
ルー	ルー	N5	D	estimated	model+frequency+world-distribution	1	29709	1143560	{}
ルーキー	ルーキー	N5	D	estimated	model+frequency+world-distribution	1	29710	1143570	{}
ルージュ	ルージュ	N5	D	estimated	model+frequency+world-distribution	1	29711	1143580	{}
ルーチン	ルーチン	N5	D	estimated	model+frequency+world-distribution	1	29713	1143630	{}
ルーツ	ルーツ	N5	D	estimated	model+frequency+world-distribution	1	29714	1143640	{}
ルーフ	ルーフ	N5	D	estimated	model+frequency+world-distribution	1	29716	1143710	{}
ルーブル	ルーブル	N5	D	estimated	model+frequency+world-distribution	1	29717	1143740	{}
ループ	ループ	N5	D	estimated	model+frequency+world-distribution	1	29718	1143750	{}
レア	レア	N5	D	estimated	model+frequency+world-distribution	1	29743	1144510	{}
レイオフ	レイオフ	N5	D	estimated	model+frequency+world-distribution	1	29745	1144560	{}
レイプ	レイプ	N5	D	estimated	model+frequency+world-distribution	1	29746	1144630	{}
レガッタ	レガッタ	N5	D	estimated	model+frequency+world-distribution	1	29750	1144770	{}
レガース	レガース	N5	D	estimated	model+frequency+world-distribution	1	29749	1144760	{}
レゲエ	レゲエ	N5	D	estimated	model+frequency+world-distribution	1	29753	1144890	{}
レザー	レザー	N5	D	estimated	model+frequency+world-distribution	1	29755	1145010	{}
レシーブ	レシーブ	N5	D	estimated	model+frequency+world-distribution	1	29757	1145090	{}
レス	レス	N5	D	estimated	model+frequency+world-distribution	1	29762	1145265	{}
レスト	レスト	N5	D	estimated	model+frequency+world-distribution	1	29764	1145290	{}
レストラン	レストラン	N5	A	direct	core+waller-lineage-corroborated	1	23543	1145310	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
レズ	レズ	N5	D	estimated	model+frequency+world-distribution	1	29766	1145380	{}
レター	レター	N5	D	estimated	model+frequency+world-distribution	1	29768	1145430	{}
レッカー	レッカー	N5	D	estimated	model+frequency+world-distribution	1	29771	1145480	{}
レッテル	レッテル	N5	D	estimated	model+frequency+world-distribution	1	29773	1145530	{}
レッド	レッド	N5	D	estimated	model+frequency+world-distribution	1	29774	1145540	{}
レトルト	レトルト	N5	D	estimated	model+frequency+world-distribution	1	29777	1145650	{}
レトロ	レトロ	N5	D	estimated	model+frequency+world-distribution	1	29778	1145670	{}
レビュー	レビュー	N5	D	estimated	model+frequency+world-distribution	1	29782	1145760	{}
レフト	レフト	N5	D	estimated	model+frequency+world-distribution	1	29784	1145840	{}
レプラ	レプラ	N5	D	estimated	model+frequency+world-distribution	1	29785	1145880	{}
レプリカ	レプリカ	N5	D	estimated	model+frequency+world-distribution	1	29786	1145890	{}
レリーフ	レリーフ	N5	D	estimated	model+frequency+world-distribution	1	29941	2868157	{}
レングス	レングス	N5	D	estimated	model+frequency+world-distribution	1	29788	1146100	{}
レーク	レーク	N5	D	estimated	model+frequency+world-distribution	1	29732	1144280	{}
レーサー	レーサー	N5	D	estimated	model+frequency+world-distribution	1	29733	1144290	{}
レーザー	レーザー	N5	D	estimated	model+frequency+world-distribution	1	29734	1144310	{}
レーヨン	レーヨン	N5	D	estimated	model+frequency+world-distribution	1	29740	1144470	{}
レーン	レーン	N5	D	estimated	model+frequency+world-distribution	1	29742	1144490	{}
ロイヤル	ロイヤル	N5	D	estimated	model+frequency+world-distribution	1	29813	1147040	{}
ログ	ログ	N5	D	estimated	model+frequency+world-distribution	1	29815	1147090	{}
ログイン	ログイン	N5	D	estimated	runtime-estimate:legacy-weak-prior-no-direct-evidence	0		1147120	"{""runtimeSources"":[""advanced_words_curated""],""legacyLevel"":""N5"",""exactEvidence"":{},""tomoshiEntryIds"":[""1147120""],""tomoshiAmbiguous"":false,""tomoshiLevelConflict"":[],""tomoshiLevelSources"":[]}"
ロケ	ロケ	N5	D	estimated	model+frequency+world-distribution	1	29816	1147180	{}
ロケハン	ロケハン	N5	D	estimated	model+frequency+world-distribution	1	29818	1147250	{}
ロココ	ロココ	N5	D	estimated	model+frequency+world-distribution	1	29819	1147260	{}
ロゴ	ロゴ	N5	D	estimated	model+frequency+world-distribution	1	29820	1147280	{}
ロシア	ロシア	N5	D	estimated	model+frequency+world-distribution	1	25520	1775880	{}
ロジアナ	ロジアナ	N5	D	estimated	model+frequency+world-distribution	1	29822	1147370	{}
ロジック	ロジック	N5	D	estimated	model+frequency+world-distribution	1	29823	1147410	{}
ロゼ	ロゼ	N5	D	estimated	model+frequency+world-distribution	1	29799	1146490	{}
ロッジ	ロッジ	N5	D	estimated	model+frequency+world-distribution	1	29828	1147710	{}
ロッド	ロッド	N5	D	estimated	model+frequency+world-distribution	1	29829	1147760	{}
ロデオ	ロデオ	N5	D	estimated	model+frequency+world-distribution	1	29830	1147780	{}
ロビング	ロビング	N5	D	estimated	model+frequency+world-distribution	1	29832	1147830	{}
ロフト	ロフト	N5	D	estimated	model+frequency+world-distribution	1	29833	1147840	{}
ロブ	ロブ	N5	D	estimated	model+frequency+world-distribution	1	29834	1147850	{}
ロマンス	ロマンス	N5	D	estimated	model+frequency+world-distribution	1	29836	1147950	{}
ロング	ロング	N5	D	estimated	model+frequency+world-distribution	1	29838	1148120	{}
ロー	ロー	N5	D	estimated	model+frequency+world-distribution	1	29793	1146270	{}
ローカル	ローカル	N5	D	estimated	model+frequency+world-distribution	1	29794	1146300	{}
ロース	ロース	N5	D	estimated	model+frequency+world-distribution	1	29796	1146420	{}
ロースト	ロースト	N5	D	estimated	model+frequency+world-distribution	1	29797	1146440	{}
ローズ	ローズ	N5	D	estimated	model+frequency+world-distribution	1	29798	1146470	{}
ロータス	ロータス	N5	D	estimated	model+frequency+world-distribution	1	29801	1146510	{}
ローター	ローター	N5	D	estimated	model+frequency+world-distribution	1	29800	1146500	{}
ローマじ	ローマ字	N5	A	direct	manual-secondary-exact	1	23552	1146810	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N2""}"
ローム	ローム	N5	D	estimated	model+frequency+world-distribution	1	29807	1146820	{}
ローラー	ローラー	N5	D	estimated	model+frequency+world-distribution	1	29808	1146860	{}
ロール	ロール	N5	D	estimated	model+frequency+world-distribution	1	29811	1146920	{}
ローレル	ローレル	N5	D	estimated	model+frequency+world-distribution	1	29812	1146990	{}
ワイシャツ	Yシャツ	N5	B	direct	existing-direct-exact-row	1	23562	1148640	"{""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ワイシャツ	ワイシャツ	N5	A	direct	core+waller-lineage-corroborated	1	23562	1148640	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ワイズ	ワイズ	N5	D	estimated	model+frequency+world-distribution	1	29854	1148650	{}
ワイド	ワイド	N5	D	estimated	model+frequency+world-distribution	1	29855	1148660	{}
ワイヤ	ワイヤ	N5	D	estimated	model+frequency+world-distribution	1	29858	1148760	{}
ワイルド	ワイルド	N5	D	estimated	model+frequency+world-distribution	1	29860	1148830	{}
ワウ	ワウ	N5	D	estimated	model+frequency+world-distribution	1	29861	1148920	{}
ワクチン	ワクチン	N5	D	estimated	model+frequency+world-distribution	1	29862	1148960	{}
ワゴン	ワゴン	N5	D	estimated	model+frequency+world-distribution	1	29863	1148990	{}
ワックス	ワックス	N5	D	estimated	model+frequency+world-distribution	1	29865	1149060	{}
ワッペン	ワッペン	N5	D	estimated	model+frequency+world-distribution	1	29866	1149090	{}
ワラビー	ワラビー	N5	D	estimated	model+frequency+world-distribution	1	29867	1149110	{}
ワラント	ワラント	N5	D	estimated	model+frequency+world-distribution	1	29868	1149120	{}
ワンマン	ワンマン	N5	D	estimated	model+frequency+world-distribution	1	29872	1149260	{}
ワーカー	ワーカー	N5	D	estimated	model+frequency+world-distribution	1	29843	1148290	{}
ワーク	ワーク	N5	D	estimated	model+frequency+world-distribution	1	29845	1148360	{}
ワースト	ワースト	N5	D	estimated	model+frequency+world-distribution	1	29848	1148450	{}
ワード	ワード	N5	D	estimated	model+frequency+world-distribution	1	29849	1148460	{}
ワープ	ワープ	N5	D	estimated	model+frequency+world-distribution	1	29850	1148510	{}
ワールド	ワールド	N5	D	estimated	model+frequency+world-distribution	1	29851	1148550	{}
あ	あ	N4	A	direct	core+waller-lineage-corroborated	1	26073	2394370	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4""}"
あい	愛	N4	A	direct	manual-secondary-exact	1	499	1150410	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あいさつ	挨拶	N4	A	direct	manual-secondary-exact	1	11203	1151120	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N4""}"
あいする	愛する	N4	A	direct	manual-secondary-exact	1	4915	1150450	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あいだ	間	N4	A	direct	core+waller-lineage-corroborated	1	2026	1215230	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あいて	相手	N4	A	direct	manual-secondary-exact	1	300	1401000	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あう	合う	N4	A	direct	core+waller-lineage-corroborated	1	3582	1284430	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あおき	青木	N4	D	estimated	model+frequency+world-distribution	1	2454	1750010	{}
あかんぼう	赤ん坊	N4	B	direct	waller-lineage-exact	1	6590	1383310	"{""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4""}"
あきかん	空き缶	N4	B	direct	core-exact	1	5982	1245320	"{""core-deck-exact"":""N4"",""existing-direct"":""N4""}"
あく	空く	N4	A	direct	core+waller-lineage-corroborated	1	25074	1586270	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N5""}"
あけぼの	曙	N4	D	estimated	model+frequency+world-distribution	1	2162	1343530	{}
あげ	上げ	N4	D	estimated	model+frequency+world-distribution	1	3157	1352300	{}
あさい	浅い	N4	A	direct	manual-secondary-exact	1	21077	1390800	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あさひ	朝日	N4	D	estimated	model+frequency+world-distribution	1	2262	1428500	{}
あじ	味	N4	A	direct	core+waller-lineage-corroborated	1	1405	1526960	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あす	明日	N4	A	direct	manual-secondary-exact	1	2415	1584660	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N5""}"
あそび	遊び	N4	B	direct	waller-lineage-exact	1	1894	1542070	"{""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あたたかい	温かい	N4	B	direct+conflict	core-exact	1	10132	1586420	"{""core-deck-exact"":""N4"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あたり	辺り	N4	A	direct	manual-secondary-exact	1	9603	1512080	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あたりまえ	当たり前	N4	A	direct	manual-secondary-exact	1	2785	1448800	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N2""}"
あたる	当たる	N4	A	direct	manual-secondary-exact	1	16467	1448810	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あっ	あっ	N4	A	direct	manual-secondary-exact	1	26073	2394370	"{""manual-secondary-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N4""}"
あっての	あっての	N4	D	estimated	model+frequency+world-distribution	1	25858	2136630	{}
あつさ	厚さ	N4	D	estimated	model+frequency+world-distribution	1	3564	1275340	{}
あつさ	暑さ	N4	D	estimated	model+frequency+world-distribution	1	4126	1343480	{}
あつまる	集まる	N4	A	direct	manual-secondary-exact	1	9442	1333550	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
あつめる	集める	N4	A	direct	core+waller-lineage-corroborated	1	3144	1333560	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あてさき	宛先	N4	B	direct	core-exact	1	25082	1586500	"{""core-deck-exact"":""N4"",""existing-direct"":""N4""}"
あてる	当てる	N4	A	direct	manual-secondary-exact	1	4727	1448860	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あめ	飴[あめ]	N4	B	direct+conflict	core-exact	1	20601	1153520	"{""core-deck-exact"":""N4"",""existing-direct"":""N5"",""core-deck-normalized"":""N4"",""openjlpt-normalized"":""N5"",""waller-normalized"":""N5"",""waller-entry-context"":""N5""}"
あやまって	誤って	N4	D	estimated	model+frequency+world-distribution	1	3442	1857140	{}
あやまる	謝る	N4	A	direct	core+waller-lineage-corroborated	1	15042	1323010	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あれだけ	あれだけ	N4	D	estimated	model+frequency+world-distribution	1	25579	1981440	{}
あわせる	合わせる	N4	A	direct	manual-secondary-exact	1	3583	1284480	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
あんしん	安心	N4	A	direct	core+waller-lineage-corroborated	1	1980	1153890	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あんぜん	安全	N4	A	direct	core+waller-lineage-corroborated	1	1	1153930	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あんぜんほしょう	安全保障	N4	D	estimated	model+frequency+world-distribution	1	500	1154030	{}
あんだ	安打	N4	D	estimated	model+frequency+world-distribution	1	1489	1154060	{}
あんない	案内	N4	A	direct	manual-secondary-exact	1	2969	1154860	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
い	井	N4	D	estimated	model+frequency+world-distribution	1	2964	1955800	{}
いか	以下	N4	A	direct	core+waller-lineage-corroborated	1	1490	1155060	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いかが	如何	N4	A	direct	manual-secondary-exact	1	26271	2845606	"{""manual-secondary-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N5""}"
いがい	以外	N4	A	direct	core+waller-lineage-corroborated	1	12161	1155090	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いがく	医学	N4	A	direct	manual-secondary-exact	1	507	1159810	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いき	息	N4	A	direct	manual-secondary-exact	1	2234	1404320	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いきる	生きる	N4	A	direct	core+waller-lineage-corroborated	1	1710	1378520	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いくら	いくら	N4	A	direct	manual-secondary-exact	1	17370	1219980	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N4""}"
いけん	意見	N4	A	direct	core+waller-lineage-corroborated	1	7	1156530	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いけん	違憲	N4	D	estimated	model+frequency+world-distribution	1	1983	1158900	{}
いざこざ	いざこざ	N4	D	estimated	model+frequency+world-distribution	1	22452	1000760	{}
いし	石	N4	A	direct	core+waller-lineage-corroborated	1	24312	1382440	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いじめる	いじめる	N4	A	direct	independent-teacher-anchor	1	23717	1195140	"{""teacher-anchor"":""N4"",""core-deck-exact"":""N1"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4""}"
いじめる	苛める	N4	A	direct	manual-secondary-exact	1	23717	1195140	"{""manual-secondary-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
いじょう	以上	N4	A	direct	core+waller-lineage-corroborated	1	5405	1155120	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いぜん	以前	N4	A	direct	manual-secondary-exact	1	995	1155150	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いそいそ	いそいそ	N4	D	estimated	model+frequency+world-distribution	1	22453	1000820	{}
いそいで	急いで	N4	D	estimated	model+frequency+world-distribution	1	2530	1228570	{}
いたす	致す	N4	A	direct	manual-secondary-exact	1	11420	1421900	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いたみ	痛み	N4	A	direct	manual-secondary-exact	1	2419	1587300	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いち	位置	N4	A	direct	manual-secondary-exact	1	1929	1587310	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
いちいん	一員	N4	B	direct	core-exact	1	2976	1161070	"{""core-deck-exact"":""N4"",""existing-direct"":""N4""}"
いちぶ	一部	N4	A	direct	manual-secondary-exact	1	16	1166180	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いちまい	一枚	N4	D	estimated	model+frequency+world-distribution	1	2484	1166710	{}
いっかい	1階	N4	D	estimated	model+frequency+world-distribution	1	1986	1161380	{}
いっかい	一階	N4	D	estimated	model+frequency+world-distribution	1	1986	1161380	{}
いっきょ	一挙	N4	D	estimated	model+frequency+world-distribution	1	2481	1161850	{}
いっしゅ	一首	N4	D	estimated	model+frequency+world-distribution	1	1988	1163190	{}
いっしょう	一生	N4	A	direct	manual-secondary-exact	1	2897	1576200	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いっしょうけんめい	一生懸命	N4	A	direct	manual-secondary-exact	1	2483	1164010	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いっぱい	一杯	N4	B	direct	waller-lineage-exact	1	6892	1165670	"{""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いっぽう	一方	N4	A	direct	manual-secondary-exact	1	17	1166510	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いと	糸	N4	A	direct	manual-secondary-exact	1	3125	1311450	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いない	以内	N4	A	direct	core+waller-lineage-corroborated	1	502	1155180	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いなか	田舎	N4	A	direct	manual-secondary-exact	1	4228	1442750	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いのしし	猪	N4	D	estimated	model+frequency+world-distribution	1	5179	1427010	{}
いのち	命	N4	A	direct	manual-secondary-exact	1	1885	1531940	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いのる	祈る	N4	A	direct	independent-teacher-anchor	1	21518	1222770	"{""teacher-anchor"":""N4"",""core-deck-exact"":""N2"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いほう	違法	N4	D	estimated	model+frequency+world-distribution	1	2477	1158960	{}
いや	いや	N4	B	direct+conflict	core-exact	1	26320	2857380	"{""core-deck-exact"":""N4"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いらい	以来	N4	A	direct	manual-secondary-exact	1	3	1155210	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
いらして	いらして	N4	D	estimated	model+frequency+world-distribution	1	26204	2829587	{}
いらっしゃる	居らっしゃる	N4	B	direct	existing-direct-exact-row	1	22456	1000940	"{""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いりぐち	入り口	N4	B	direct+conflict	core-exact	1	2413	1582820	"{""core-deck-exact"":""N4"",""existing-direct"":""N5""}"
いろんな	いろんな	N4	B	direct	core-exact	1	25276	1609270	"{""core-deck-exact"":""N4"",""existing-direct"":""N4""}"
うえる	植える	N4	A	direct	manual-secondary-exact	1	21071	1357250	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うかがう	伺う	N4	A	direct	manual-secondary-exact	1	21062	1305700	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N3"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うきうき	うきうき	N4	D	estimated	model+frequency+world-distribution	1	24696	1497400	{}
うけ	受け	N4	D	estimated	model+frequency+world-distribution	1	2942	1659120	{}
うけつけ	受付	N4	A	direct	core+waller-lineage-corroborated	1	4362	1588060	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うける	受ける	N4	A	direct	core+waller-lineage-corroborated	1	7533	1329590	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うごかす	動かす	N4	A	direct	manual-secondary-exact	1	8590	1451170	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
うごき	動き	N4	A	direct	manual-secondary-exact	1	354	1451180	"{""manual-secondary-exact"":""N4"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
うごく	動く	N4	A	direct	core+waller-lineage-corroborated	1	24552	1451210	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うそ	嘘	N4	A	direct	manual-secondary-exact	1	10269	1172400	"{""manual-secondary-exact"":""N4"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うそ	嘘[うそ]	N4	B	direct	core-exact	1	10269	1172400	"{""core-deck-exact"":""N4"",""existing-direct"":""N4"",""core-deck-normalized"":""N4"",""openjlpt-normalized"":""N3"",""waller-normalized"":""N4"",""waller-entry-context"":""N4""}"
うたげ	宴	N4	D	estimated	model+frequency+world-distribution	1	3953	1176310	{}
うつ	打つ	N4	A	direct	core+waller-lineage-corroborated	1	2742	1408810	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うつくしい	美しい	N4	A	direct	core+waller-lineage-corroborated	1	3797	1486360	"{""core-deck-exact"":""N4"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
