reading	display	level	grade	status	basis	common	frequency_rank	entry_id	evidence
ああ	ああ	N5	A	direct	manual-secondary-exact	1	24915	1565440	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あう	会う	N5	A	direct	core+waller-lineage-corroborated	1	12169	1198180	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あお	青	N5	A	direct	core+waller-lineage-corroborated	1	1250	1381380	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あおい	青い	N5	A	direct	core+waller-lineage-corroborated	1	11738	1381390	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あか	赤	N5	A	direct	core+waller-lineage-corroborated	1	25627	2013900	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あかい	赤い	N5	A	direct	core+waller-lineage-corroborated	1	7087	1383240	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あかるい	明るい	N5	A	direct	independent-teacher-anchor	1	4320	1532350	"{""teacher-anchor"":""N5"",""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N5""}"
あがったり	上がったり	N5	D	estimated	model+frequency+world-distribution	1	712	1352180	{}
あがる	上がる	N5	A	direct	manual-secondary-exact	1	6085	1352290	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N4""}"
あき	秋	N5	A	direct	core+waller-lineage-corroborated	1	230	1332650	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あく	開く	N5	A	direct	manual-secondary-exact	1	25074	1586270	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あける	開ける	N5	A	direct	core+waller-lineage-corroborated	1	23742	1202450	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あげる	あげる	N5	A	direct	manual-secondary-exact	1	19715	1352320	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N5""}"
あげる	上げる	N5	A	direct	core+waller-lineage-corroborated	1	19715	1352320	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あさ	朝	N5	A	direct	core+waller-lineage-corroborated	1	4210	1428280	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あさごはん	朝ごはん	N5	B	direct	existing-direct-exact-row	1	25076	1586330	"{""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あさごはん	朝ご飯	N5	B	direct	core-exact	1	25076	1586330	"{""core-deck-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あさって	あさって	N5	A	direct	core+waller-lineage-corroborated	1	25060	1584640	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あさって	明後日	N5	A	direct	manual-secondary-exact	1	25060	1584640	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N5""}"
あし	脚	N5	B	direct	existing-direct-exact-row	1	305	1404630	"{""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あし	足	N5	A	direct	core+waller-lineage-corroborated	1	305	1404630	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あした	明日	N5	A	direct	core+waller-lineage-corroborated	1	2415	1584660	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あそこ	あそこ	N5	A	direct	core+waller-lineage-corroborated	1	22437	1000320	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あそこ	彼処	N5	A	direct	manual-secondary-exact	1	22437	1000320	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N5""}"
あそぶ	遊ぶ	N5	A	direct	core+waller-lineage-corroborated	1	11791	1542160	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あたたかい	暖かい	N5	A	direct	manual-secondary-exact	1	10132	1586420	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あたま	頭	N5	A	direct	core+waller-lineage-corroborated	1	25043	1582310	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あたらしい	新しい	N5	A	direct	core+waller-lineage-corroborated	1	3667	1361490	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あちら	あちら	N5	A	direct	core+waller-lineage-corroborated	1	13182	1483185	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あっち	あっち	N5	A	direct	core+waller-lineage-corroborated	1	13182	1483185	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あつい	厚い	N5	A	direct	core+waller-lineage-corroborated	1	13620	1275320	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あつい	暑い	N5	A	direct	core+waller-lineage-corroborated	1	15977	1343460	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あつい	熱い	N5	A	direct	core+waller-lineage-corroborated	1	6665	1467720	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あと	あと	N5	A	direct	manual-secondary-exact	1	136	1269320	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あと	後	N5	A	direct	core+waller-lineage-corroborated	1	136	1269320	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あなた	あなた	N5	A	direct	manual-secondary-exact	1	23822	1223615	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""existing-direct"":""N5""}"
あなた	貴方	N5	B	direct	waller-lineage-exact	1	23822	1223615	"{""waller-exact"":""N5"",""existing-direct"":""N5""}"
あに	兄	N5	A	direct	core+waller-lineage-corroborated	1	2057	1249900	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あね	姉	N5	A	direct	core+waller-lineage-corroborated	1	3121	1307630	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あの	あの	N5	A	direct	manual-secondary-exact	0			"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あのう	あのう	N5	B	direct	core-exact	1	22441	1000430	"{""core-deck-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あのね	あのね	N5	D	estimated	model+frequency+world-distribution	1	25407	1612640	{}
あびる	浴びる	N5	A	direct	manual-secondary-exact	1	4334	1547450	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
あぶない	危ない	N5	A	direct	core+waller-lineage-corroborated	1	18303	1218380	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あまい	甘い	N5	A	direct	core+waller-lineage-corroborated	1	8865	1213400	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あまり	あまり	N5	A	direct	core+waller-lineage-corroborated	1	7268	1584930	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あまり	余り	N5	A	direct	manual-secondary-exact	1	7268	1584930	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
あめ	雨	N5	A	direct	core+waller-lineage-corroborated	1	511	1171900	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あめ	飴	N5	B	direct	waller-lineage-exact	1	20601	1153520	"{""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あらう	洗う	N5	A	direct	core+waller-lineage-corroborated	1	10914	1390930	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
ありがとう	ありがとう	N5	A	direct	manual-secondary-exact	1	25089	1586820	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
ありがとう	有難う	N5	A	direct	manual-secondary-exact	1	25089	1586820	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N3""}"
ある	ある	N5	A	direct	manual-secondary-exact	1	2108	1296400	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""existing-direct"":""N5""}"
ある	在る	N5	A	direct	manual-secondary-exact	1	2108	1296400	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N2"",""waller-exact"":""N2"",""existing-direct"":""N5""}"
ある	有る	N5	A	direct	manual-secondary-exact	1	2108	1296400	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あるく	歩く	N5	A	direct	core+waller-lineage-corroborated	1	24749	1514320	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あれ	あれ	N5	A	direct	manual-secondary-exact	1	22447	1000580	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
あんな	あんな	N5	A	direct	manual-secondary-exact	1	22448	1000590	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
あんぽ	安保	N5	D	estimated	model+frequency+world-distribution	1	2	1154260	{}
いあん	慰安	N5	D	estimated	model+frequency+world-distribution	1	996	1156900	{}
いい	いい	N5	A	direct	manual-secondary-exact	1	26187	2820690	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いいえ	いいえ	N5	A	direct	core+waller-lineage-corroborated	1	4835	1583250	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""existing-direct"":""N5""}"
いいね	いいね	N5	D	estimated	model+frequency+world-distribution	1	26206	2829960	{}
いいや	いいや	N5	D	estimated	model+frequency+world-distribution	1	26319	2857379	{}
いいんかい	委員会	N5	D	estimated	model+frequency+world-distribution	1	5	1156110	{}
いいんちょう	委員長	N5	D	estimated	model+frequency+world-distribution	1	6	1156120	{}
いう	言う	N5	A	direct	core+waller-lineage-corroborated	1	467	1587040	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いえ	家	N5	A	direct	core+waller-lineage-corroborated	1	23707	1191730	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いかが	いかが	N5	A	direct	core+waller-lineage-corroborated	1	26271	2845606	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いく	行く	N5	A	direct	core+waller-lineage-corroborated	1	25016	1578850	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いくつ	いくつ	N5	A	direct	core+waller-lineage-corroborated	1	7417	1219960	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いくつ	幾つ	N5	A	direct	manual-secondary-exact	1	7417	1219960	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
いくら	幾ら	N5	A	direct	manual-secondary-exact	1	17370	1219980	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
いけ	池	N5	A	direct	core+waller-lineage-corroborated	1	2254	1421700	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いしゃ	医者	N5	A	direct	core+waller-lineage-corroborated	1	2479	1159980	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いしょく	移植	N5	D	estimated	model+frequency+world-distribution	1	505	1158310	{}
いす	椅子	N5	A	direct	manual-secondary-exact	1	10255	1157070	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
いそがしい	忙しい	N5	A	direct	core+waller-lineage-corroborated	1	8632	1519290	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いそぐ	急ぐ	N5	A	direct	manual-secondary-exact	1	10314	1228650	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いぞく	遺族	N5	D	estimated	model+frequency+world-distribution	1	998	1159420	{}
いたい	痛い	N5	A	direct	core+waller-lineage-corroborated	1	7614	1432680	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いたい	遺体	N5	D	estimated	model+frequency+world-distribution	1	999	1159430	{}
いただく	頂く	N5	A	direct	manual-secondary-exact	1	25093	1587290	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N4""}"
いち	一	N5	A	direct	core+waller-lineage-corroborated	1	15488	1160790	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いちおく	一億	N5	D	estimated	model+frequency+world-distribution	1	1000	1161190	{}
いちがつ	1月	N5	D	estimated	model+frequency+world-distribution	1	13	1162120	{}
いちがつ	一月	N5	B	direct	core-exact	1	13	1162120	"{""core-deck-exact"":""N5"",""existing-direct"":""N5""}"
いちご	いちご	N5	B	direct	core-exact	1	24968	1571460	"{""core-deck-exact"":""N5"",""existing-direct"":""N5""}"
いちど	一度	N5	A	direct	manual-secondary-exact	1	1433	1576250	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いちにち	1日	N5	B	direct	existing-direct-exact-row	1	24998	1576260	"{""existing-direct"":""N5""}"
いちにち	一日	N5	A	direct	core+waller-lineage-corroborated	1	24998	1576260	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いちばん	一番	N5	A	direct	manual-secondary-exact	1	15	1165970	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
いっかい	一回	N5	D	estimated	model+frequency+world-distribution	1	1001	1161310	{}
いっしょ	一緒	N5	A	direct	core+waller-lineage-corroborated	1	509	1163400	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いっぱい	いっぱい	N5	A	direct	manual-secondary-exact	1	6892	1165670	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いっぽん	一本	N5	D	estimated	model+frequency+world-distribution	1	1005	1166600	{}
いつ	いつ	N5	A	direct	manual-secondary-exact	1	13601	1188760	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつ	何時	N5	A	direct	manual-secondary-exact	1	13601	1188760	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつか	5日	N5	B	direct	existing-direct-exact-row	1	23944	1268570	"{""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつか	いつか	N5	A	direct	manual-secondary-exact	1	23944	1268570	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつか	五日	N5	A	direct	core+waller-lineage-corroborated	1	23944	1268570	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつつ	五つ	N5	A	direct	core+waller-lineage-corroborated	1	4049	1268070	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いつでも	いつでも	N5	A	direct	manual-secondary-exact	1	25004	1577130	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3""}"
いつでも	何時でも	N5	A	direct	manual-secondary-exact	1	25004	1577130	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N3""}"
いつも	いつも	N5	A	direct	core+waller-lineage-corroborated	1	23688	1188890	"{""core-deck-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いぬ	犬	N5	A	direct	core+waller-lineage-corroborated	1	1096	1258330	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いま	今	N5	A	direct	core+waller-lineage-corroborated	1	3104	1288850	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いみ	意味	N5	A	direct	manual-secondary-exact	1	8	1156800	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いもうと	妹	N5	A	direct	core+waller-lineage-corroborated	1	2862	1524590	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いや	嫌	N5	A	direct	manual-secondary-exact	1	3393	1587610	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N4"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いらっしゃいませ	いらっしゃいませ	N5	B	direct	core-exact	1	22455	1000930	"{""core-deck-exact"":""N5"",""existing-direct"":""N5""}"
いらっしゃる	いらっしゃる	N5	A	direct	manual-secondary-exact	1	22456	1000940	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
いり	入り	N5	D	estimated	model+frequency+world-distribution	1	1341	1465410	{}
いりぐち	入口	N5	B	direct	waller-lineage-exact	1	2413	1582820	"{""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いる	いる	N5	B	direct	core-exact	1	25010	1577980	"{""core-deck-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いる	居る	N5	B	direct	waller-lineage-exact	1	25010	1577980	"{""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いる	要る	N5	A	direct	core+waller-lineage-corroborated	1	12722	1546640	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いるか	いるか	N5	D	estimated	model+frequency+world-distribution	1	23737	1201670	{}
いれる	入れる	N5	A	direct	core+waller-lineage-corroborated	1	24590	1465610	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いろ	色	N5	A	direct	core+waller-lineage-corroborated	1	715	1357600	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
いろいろ	いろいろ	N5	A	direct	core+waller-lineage-corroborated	1	20203	1587850	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
いろいろ	色々	N5	A	direct	manual-secondary-exact	1	20203	1587850	"{""manual-secondary-exact"":""N5"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N5""}"
いろは	いろは	N5	D	estimated	model+frequency+world-distribution	1	23581	1155390	{}
ううん	ううん	N5	B	direct	core-exact	1	25596	2002400	"{""core-deck-exact"":""N5"",""existing-direct"":""N5""}"
うえ	上	N5	A	direct	core+waller-lineage-corroborated	1	24214	1352130	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うし	牛	N5	A	direct	manual-secondary-exact	1	2533	1231490	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N3"",""waller-entry-context"":""N3""}"
うしろ	後ろ	N5	A	direct	core+waller-lineage-corroborated	1	2580	1269410	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
うすい	薄い	N5	A	direct	core+waller-lineage-corroborated	1	9572	1475480	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うた	唄	N5	B	direct	existing-direct-exact-row	1	523	1193180	"{""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うた	歌	N5	A	direct	core+waller-lineage-corroborated	1	523	1193180	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うたう	歌う	N5	A	direct	core+waller-lineage-corroborated	1	7274	1588120	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うち	うち	N5	A	direct	manual-secondary-exact	1	23708	1191740	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""existing-direct"":""N5""}"
うち	内	N5	A	direct	manual-secondary-exact	1	3767	1457730	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N4"",""existing-direct"":""N4"",""waller-entry-context"":""N4""}"
うねる	うねる	N5	D	estimated	model+frequency+world-distribution	1	24286	1374440	{}
うまれる	生まれる	N5	A	direct	core+waller-lineage-corroborated	1	24301	1378690	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うみ	海	N5	A	direct	core+waller-lineage-corroborated	1	531	1201190	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うる	売る	N5	A	direct	core+waller-lineage-corroborated	1	3784	1473950	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うるさい	うるさい	N5	A	direct	manual-secondary-exact	1	24651	1481920	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N3"",""waller-exact"":""N3"",""existing-direct"":""N5""}"
うるさい	煩い	N5	B	direct	waller-lineage-exact	1	24651	1481920	"{""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5""}"
うれしい	うれしい	N5	A	direct	manual-secondary-exact	1	23808	1219510	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N4""}"
うわぎ	上着	N5	A	direct	core+waller-lineage-corroborated	1	8207	1580340	"{""core-deck-exact"":""N5"",""openjlpt-exact"":""N5"",""waller-exact"":""N5"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
うん	うん	N5	A	direct	manual-secondary-exact	1	22462	1001090	"{""manual-secondary-exact"":""N5"",""core-deck-exact"":""N5"",""openjlpt-exact"":""N4"",""waller-exact"":""N4"",""existing-direct"":""N5"",""waller-entry-context"":""N4""}"
うんこ	うんこ	N5	D	estimated	model+frequency+world-distribution	1	22463	1001100	{}
え	え	N5	D	estimated	model+frequency+world-distribution	1	25797	2122310	{}
え	江	N5	D	estimated	model+frequency+world-distribution	1	1596	1279860	{}
